"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","159","180","11","0"
"05-09","223","223","5","0"
"10-14","301","277","9","0"
"15-19","488","478","14","0"
"20-24","576","678","19","0"
"25-29","572","660","36","0"
"30-34","559","567","50","0"
"35-39","532","492","32","2"
"40-44","510","487","34","1"
"45-49","522","536","63","3"
"50-54","622","633","63","0"
"55-59","552","580","94","7"
"60-64","351","385","79","10"
"65-69","195","225","78","10"
"70-74","208","176","109","26"
"75-79","215","179","145","38"
"80-84","245","190","176","63"
"85-89","145","82","91","47"
"90+","140","42","61","46"

"Datenstand 29.11.2020 20:27:31"
