"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.967,40","6.219","+2","658","","223",""
"Segeberg","SE","1.559,30","4.322","","365","","93",""
"Stormarn","OD","1.585,05","3.870","+1","353","","127",""
"Herzogtum Lauenburg","RZ","1.734,68","3.435","+3","255","","73",""
"Lübeck","HL","1.470,00","3.183","+4","260","","74",""
"Kiel","KI","1.275,96","3.149","+3","270","","58",""
"Rendsburg-Eckernförde","RD","885,81","2.428","","205","+1","35",""
"Ostholstein","OH","1.125,47","2.257","","237","","67",""
"Schleswig-Flensburg","SL","987,29","1.986","","88","","31",""
"Nordfriesland","NF","1.091,89","1.812","","210","","54",""
"Flensburg","FL","1.968,63","1.775","+1","110","","29",""
"Steinburg","IZ","1.147,98","1.504","","141","","20",""
"Neumünster","NMS","1.443,96","1.158","+1","88","","9",""
"Dithmarschen","HEI","765,06","1.019","","91","","20",""
"Plön","PLO","632,55","814","","106","","18",""
"-"
"Schleswig-Holstein","SH","1.340,70","38.931","+15","3.437","+1","931",""

"Datenstand 05.07.2021 18:40:35"
