"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","107","106","7","0"
"05-09","102","99","1","0"
"10-14","143","144","5","0"
"15-19","294","265","6","0"
"20-24","447","420","13","0"
"25-29","438","382","21","0"
"30-34","366","424","19","0"
"35-39","352","369","26","0"
"40-44","382","274","23","0"
"45-49","414","284","30","1"
"50-54","451","411","39","1"
"55-59","413","370","51","1"
"60-64","287","283","61","6"
"65-69","171","191","65","5"
"70-74","184","217","101","19"
"75-79","240","207","125","39"
"80-84","443","279","218","67"
"85-89","401","171","145","60"
"90+","411","113","102","73"

"Datenstand 01.02.2021 20:03:31"
