"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","257,96","811","+3","140","","47",""
"Stormarn","OD","244,25","594","+6","56","","35",""
"Kiel","KI","184,21","456","+3","79","","11",""
"Segeberg","SE","162,66","449","+2","47","","7",""
"Herzogtum Lauenburg","RZ","174,39","344","+2","51","","18",""
"Rendsburg-Eckernförde","RD","123,55","337","","51","","14",""
"Lübeck","HL","121,09","263","+15","13","+1","1",""
"Steinburg","IZ","156,84","206","+2","25","","3",""
"Schleswig-Flensburg","SL","91,99","184","","21","","4",""
"Dithmarschen","HEI","133,62","178","","28","","5",""
"Plön","PLO","122,82","158","","35","","8",""
"Neumünster","NMS","193,74","154","","11","","3",""
"Ostholstein","OH","63,32","127","+5","15","","0",""
"Nordfriesland","NF","68,88","114","","16","","2",""
"Flensburg","FL","94,97","85","+2","6","","3",""
"-"
"Schleswig-Holstein","SH","153,97","4.460","+40","594","+1","161",""

"Datenstand 21.09.2020 18:58:52"
