"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.922,47","6.077","+3","637","+1","221",""
"Segeberg","SE","1.529,72","4.240","-1","291","+4","93",""
"Stormarn","OD","1.549,01","3.782","+5","346","","123","+1"
"Herzogtum Lauenburg","RZ","1.712,46","3.391","+7","244","","70","+1"
"Lübeck","HL","1.446,91","3.133","+4","260","+1","74",""
"Kiel","KI","1.254,89","3.097","+3","257","","55",""
"Rendsburg-Eckernförde","RD","875,96","2.401","","202","","35",""
"Ostholstein","OH","1.115,49","2.237","","237","","66",""
"Schleswig-Flensburg","SL","982,82","1.977","","87","","30",""
"Nordfriesland","NF","1.078,03","1.789","","208","","54",""
"Flensburg","FL","1.960,87","1.768","","109","","29",""
"Steinburg","IZ","1.141,11","1.495","","139","","19",""
"Neumünster","NMS","1.427,75","1.145","","86","","9",""
"Dithmarschen","HEI","763,55","1.017","+2","91","+2","18",""
"Plön","PLO","626,33","806","","101","","17",""
"-"
"Schleswig-Holstein","SH","1.320,87","38.355","+23","3.295","+8","913","+2"

"Datenstand 07.06.2021 21:04:10"
