"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","577,62","1.816","+34","197","+3","49",""
"Stormarn","OD","565,80","1.376","+39","70","","45",""
"Segeberg","SE","435,46","1.202","","96","","25",""
"Lübeck","HL","411,15","893","+28","36","+1","4",""
"Kiel","KI","353,47","875","+16","114","+2","15",""
"Herzogtum Lauenburg","RZ","405,55","800","+19","63","+2","20",""
"Rendsburg-Eckernförde","RD","285,58","779","+20","76","","16",""
"Nordfriesland","NF","326,27","540","","37","","2",""
"Dithmarschen","HEI","363,34","484","+6","63","","13",""
"Schleswig-Flensburg","SL","233,47","467","+6","35","+1","6",""
"Ostholstein","OH","211,39","424","","30","","1",""
"Steinburg","IZ","274,84","361","+5","35","+1","3",""
"Neumünster","NMS","440,32","350","+11","17","+1","3",""
"Plön","PLO","210,65","271","+3","49","+1","8",""
"Flensburg","FL","296,08","265","+5","11","+1","3",""
"-"
"Schleswig-Holstein","SH","376,39","10.903","+192","929","+13","213",""

"Datenstand 12.11.2020 20:05:11"
