"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.614,34","8.264","+18","784","+2","240",""
"Segeberg","SE","2.020,75","5.601","+10","441","","100",""
"Stormarn","OD","2.101,53","5.131","+25","454","","140",""
"Kiel","KI","2.052,32","5.065","+14","378","+2","67",""
"Herzogtum Lauenburg","RZ","2.214,94","4.386","+5","291","+1","79",""
"Lübeck","HL","2.014,04","4.361","+13","294","","75",""
"Rendsburg-Eckernförde","RD","1.217,45","3.337","+12","233","","41",""
"Ostholstein","OH","1.381,78","2.771","+4","261","","67",""
"Schleswig-Flensburg","SL","1.219,95","2.454","+10","104","","32",""
"Flensburg","FL","2.627,43","2.369","+8","125","","29",""
"Nordfriesland","NF","1.421,50","2.359","+4","251","+2","56",""
"Steinburg","IZ","1.551,75","2.033","+3","172","","24",""
"Neumünster","NMS","2.308,10","1.851","+15","122","+1","10",""
"Dithmarschen","HEI","1.244,06","1.657","+6","136","","23",""
"Plön","PLO","987,68","1.271","+3","146","","22",""
"-"
"Schleswig-Holstein","SH","1.822,11","52.910","+150","4.192","+8","1.005",""

"Datenstand 14.10.2021 19:05:37"
