"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.790,56","5.660","+28","540","","196",""
"Segeberg","SE","1.437,36","3.984","+21","179","+2","87",""
"Stormarn","OD","1.424,50","3.478","+28","317","","116",""
"Herzogtum Lauenburg","RZ","1.553,39","3.076","","206","","69",""
"Lübeck","HL","1.322,22","2.863","+11","253","","70",""
"Kiel","KI","1.104,16","2.725","+31","226","","53",""
"Rendsburg-Eckernförde","RD","785,49","2.153","+5","177","+1","28",""
"Ostholstein","OH","1.047,68","2.101","+18","221","+1","64","+1"
"Schleswig-Flensburg","SL","943,05","1.897","+6","77","","27","+1"
"Flensburg","FL","1.925,38","1.736","","106","","29",""
"Nordfriesland","NF","988,24","1.640","+10","204","","51",""
"Steinburg","IZ","1.051,04","1.377","+8","100","+2","14",""
"Neumünster","NMS","1.339,22","1.074","+4","82","","9",""
"Dithmarschen","HEI","708,75","944","+8","80","+1","11",""
"Plön","PLO","564,16","726","+3","94","+2","16","+1"
"-"
"Schleswig-Holstein","SH","1.220,27","35.434","+181","2.862","+9","840","+3"

"Datenstand 08.05.2021 18:53:52"
