"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","45","47","5","0"
"05-09","55","53","3","0"
"10-14","73","71","4","0"
"15-19","132","112","5","0"
"20-24","208","212","9","0"
"25-29","212","211","17","0"
"30-34","179","181","17","0"
"35-39","169","147","10","0"
"40-44","163","149","18","0"
"45-49","157","174","24","3"
"50-54","233","217","28","0"
"55-59","208","225","49","6"
"60-64","125","127","44","8"
"65-69","85","90","51","10"
"70-74","77","74","50","18"
"75-79","110","83","91","27"
"80-84","109","100","106","37"
"85-89","73","36","51","26"
"90+","72","23","29","27"

"Datenstand 30.09.2020 18:51:14"
