"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.955,06","6.180","+2","651","+2","221",""
"Segeberg","SE","1.550,28","4.297","+3","346","+4","93",""
"Stormarn","OD","1.574,40","3.844","","352","","127",""
"Herzogtum Lauenburg","RZ","1.730,14","3.426","+2","255","","73",""
"Lübeck","HL","1.461,69","3.165","+1","260","","74",""
"Kiel","KI","1.266,24","3.125","+1","264","","56",""
"Rendsburg-Eckernförde","RD","880,71","2.414","-1","204","","35",""
"Ostholstein","OH","1.122,47","2.251","+1","237","","67",""
"Schleswig-Flensburg","SL","985,80","1.983","","87","","31",""
"Nordfriesland","NF","1.087,67","1.805","","210","","54",""
"Flensburg","FL","1.964,20","1.771","","110","","29",""
"Steinburg","IZ","1.144,92","1.500","","140","","20",""
"Neumünster","NMS","1.436,48","1.152","+2","86","","9",""
"Dithmarschen","HEI","764,30","1.018","","91","","20",""
"Plön","PLO","630,99","812","","105","","18",""
"-"
"Schleswig-Holstein","SH","1.334,23","38.743","+11","3.398","+6","927",""

"Datenstand 22.06.2021 18:37:00"
