"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.128,10","6.727","+28","684","+1","228",""
"Segeberg","SE","1.663,93","4.612","+35","375","","94",""
"Stormarn","OD","1.683,76","4.111","+22","371","+1","129",""
"Herzogtum Lauenburg","RZ","1.831,64","3.627","+16","263","+1","75",""
"Kiel","KI","1.444,93","3.566","+34","285","","59",""
"Lübeck","HL","1.618,71","3.505","+35","278","","75",""
"Rendsburg-Eckernförde","RD","944,55","2.589","+18","206","","35",""
"Ostholstein","OH","1.192,29","2.391","+11","240","","67",""
"Schleswig-Flensburg","SL","1.042,97","2.098","+20","90","","31",""
"Nordfriesland","NF","1.197,94","1.988","+14","220","","54",""
"Flensburg","FL","2.132,78","1.923","+11","112","","29",""
"Steinburg","IZ","1.223,54","1.603","+4","147","+2","21",""
"Neumünster","NMS","1.654,70","1.327","+12","96","","9",""
"Dithmarschen","HEI","837,13","1.115","+11","96","","20",""
"Plön","PLO","720,36","927","+11","113","+1","18",""
"-"
"Schleswig-Holstein","SH","1.450,15","42.109","+282","3.576","+6","944",""

"Datenstand 10.08.2021 18:28:16"
