"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","136","14","7"
"02.01.2021","262","34","22"
"03.01.2021","201","37","10"
"04.01.2021","260","34","13"
"05.01.2021","538","54","11"
"06.01.2021","533","39","18"
"07.01.2021","478","32","12"
"08.01.2021","523","43","18"
"09.01.2021","407","34","12"
"10.01.2021","141","17","13"
"11.01.2021","259","45","11"
"12.01.2021","403","46","13"
"13.01.2021","491","47","17"
"14.01.2021","421","39","12"
"15.01.2021","412","60","11"
"16.01.2021","352","33","14"
"17.01.2021","202","24","5"
"18.01.2021","236","26","9"
"19.01.2021","469","43","19"
"20.01.2021","484","46","11"
"21.01.2021","497","46","18"
"22.01.2021","459","36","17"
"23.01.2021","439","38","8"
"24.01.2021","157","24","6"
"25.01.2021","163","34","11"
"26.01.2021","547","42","12"
"27.01.2021","464","45","16"
"28.01.2021","384","43","9"
"29.01.2021","347","41","12"
"30.01.2021","262","17","2"
"31.01.2021","178","17","4"
"01.02.2021","130","20","1"
"02.02.2021","367","28","3"
"03.02.2021","342","22","1"
"04.02.2021","328","34","3"
"05.02.2021","262","16","1"
"06.02.2021","267","8","0"
"07.02.2021","106","9","0"
"08.02.2021","135","15","0"

"Datenstand 08.02.2021 21:40:46"
