"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","239","247","13","0"
"05-09","306","321","8","0"
"10-14","423","428","11","0"
"15-19","712","727","20","0"
"20-24","870","934","27","0"
"25-29","830","892","39","0"
"30-34","786","779","57","1"
"35-39","771","710","39","2"
"40-44","753","698","46","2"
"45-49","752","748","74","3"
"50-54","915","950","83","0"
"55-59","802","831","108","8"
"60-64","524","548","108","12"
"65-69","281","327","100","13"
"70-74","283","262","135","32"
"75-79","305","257","175","45"
"80-84","389","278","223","78"
"85-89","275","144","115","65"
"90+","311","80","93","63"

"Datenstand 20.12.2020 21:02:28"
