"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","770,06","2.421","+55","226","+12","90","+2"
"Segeberg","SE","444,88","1.228","+26","53","","44","+3"
"Lübeck","HL","558,02","1.212","+21","152","+6","22",""
"Stormarn","OD","428,05","1.041","+24","113","+1","24","+3"
"Herzogtum Lauenburg","RZ","433,94","856","+30","41","+3","23","+2"
"Nordfriesland","NF","477,32","790","+9","129","+6","27","+1"
"Kiel","KI","314,69","779","+16","94","+3","27","+1"
"Ostholstein","OH","378,90","760","+37","131","+4","22","+4"
"Rendsburg-Eckernförde","RD","239,02","652","+16","72","+7","12",""
"Flensburg","FL","716,17","641","+15","27","+1","12","+1"
"Schleswig-Flensburg","SL","307,96","616","+20","32","","14",""
"Steinburg","IZ","280,94","369","+9","22","","2",""
"Neumünster","NMS","449,13","357","+7","32","","6","+1"
"Dithmarschen","HEI","223,71","298","+3","16","","6",""
"Plön","PLO","176,45","227","+6","47","+1","5",""
"-"
"Schleswig-Holstein","SH","422,79","12.247","+294","1.187","+44","336","+18"

"Datenstand 04.02.2021 20:04:19"
