"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","251,60","791","+4","140","+1","47",""
"Stormarn","OD","238,08","579","+7","56","","35",""
"Kiel","KI","181,78","450","","79","","11",""
"Segeberg","SE","160,49","443","+5","47","+2","7",""
"Herzogtum Lauenburg","RZ","170,84","337","+1","51","","18",""
"Rendsburg-Eckernförde","RD","122,81","335","","51","","14",""
"Lübeck","HL","114,18","248","+7","12","","1",""
"Steinburg","IZ","155,31","204","+2","25","","3",""
"Schleswig-Flensburg","SL","90,99","182","","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","122,82","158","","35","","8",""
"Neumünster","NMS","184,94","147","+4","10","","3",""
"Nordfriesland","NF","68,28","113","+1","16","","2",""
"Ostholstein","OH","55,34","111","+7","15","","0",""
"Flensburg","FL","92,73","83","","6","","3",""
"-"
"Schleswig-Holstein","SH","150,14","4.349","+38","591","+3","161",""

"Datenstand 17.09.2020 19:31:08"
