"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.556,13","8.080","+12","762","+2","240",""
"Segeberg","SE","1.972,76","5.468","+5","428","+1","100",""
"Stormarn","OD","2.007,73","4.902","","441","","137",""
"Kiel","KI","1.980,19","4.887","+6","363","","66",""
"Herzogtum Lauenburg","RZ","2.179,08","4.315","","283","","77",""
"Lübeck","HL","1.971,55","4.269","","293","","75",""
"Rendsburg-Eckernförde","RD","1.182,06","3.240","","231","","38",""
"Ostholstein","OH","1.353,35","2.714","","259","","68",""
"Schleswig-Flensburg","SL","1.196,58","2.407","+4","102","","31",""
"Flensburg","FL","2.573,09","2.320","+2","123","","29",""
"Nordfriesland","NF","1.398,00","2.320","","243","","56",""
"Steinburg","IZ","1.510,54","1.979","","170","","22",""
"Neumünster","NMS","2.223,30","1.783","+6","120","+1","9",""
"Dithmarschen","HEI","1.218,53","1.623","+3","134","","22",""
"Plön","PLO","951,93","1.225","","141","","21",""
"-"
"Schleswig-Holstein","SH","1.774,66","51.532","+38","4.093","+4","991",""

"Datenstand 03.10.2021 20:22:26"
