"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","33","40","4","0"
"05-09","48","49","3","0"
"10-14","62","62","4","0"
"15-19","104","92","5","0"
"20-24","172","170","8","0"
"25-29","191","179","17","0"
"30-34","158","164","15","0"
"35-39","160","133","10","0"
"40-44","147","137","15","0"
"45-49","143","161","22","3"
"50-54","221","206","26","0"
"55-59","200","212","49","6"
"60-64","116","116","43","8"
"65-69","81","89","51","10"
"70-74","73","72","49","18"
"75-79","105","82","89","26"
"80-84","106","96","103","37"
"85-89","70","36","50","26"
"90+","72","21","28","27"

"Datenstand 18.09.2020 19:02:28"
