"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.500,13","7.903","","754","","238",""
"Segeberg","SE","1.937,76","5.371","+9","421","+1","99",""
"Kiel","KI","1.938,46","4.784","+18","355","","66",""
"Stormarn","OD","1.958,17","4.781","","433","","137",""
"Herzogtum Lauenburg","RZ","2.162,42","4.282","","282","","77",""
"Lübeck","HL","1.950,31","4.223","+3","290","","75",""
"Rendsburg-Eckernförde","RD","1.157,98","3.174","+15","226","+2","38",""
"Ostholstein","OH","1.339,89","2.687","+3","259","","68",""
"Schleswig-Flensburg","SL","1.177,69","2.369","+4","101","","31",""
"Nordfriesland","NF","1.393,78","2.313","+2","240","","56",""
"Flensburg","FL","2.543,14","2.293","+8","122","","29",""
"Steinburg","IZ","1.488,40","1.950","+3","167","","22",""
"Neumünster","NMS","2.163,45","1.735","+6","115","+1","9",""
"Dithmarschen","HEI","1.193,76","1.590","+6","129","","21",""
"Plön","PLO","932,50","1.200","","137","","21",""
"-"
"Schleswig-Holstein","SH","1.744,45","50.655","+77","4.031","+4","987",""

"Datenstand 25.09.2021 18:51:33"
