"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","50","54","6","0"
"05-09","59","57","3","0"
"10-14","79","77","4","0"
"15-19","140","121","5","0"
"20-24","223","241","9","0"
"25-29","226","232","18","0"
"30-34","194","198","18","0"
"35-39","175","157","10","0"
"40-44","170","162","18","0"
"45-49","171","188","26","3"
"50-54","246","235","30","0"
"55-59","216","237","49","6"
"60-64","134","140","46","8"
"65-69","87","97","51","10"
"70-74","82","77","51","18"
"75-79","115","85","92","27"
"80-84","111","105","108","37"
"85-89","76","37","53","26"
"90+","73","24","29","27"

"Datenstand 08.10.2020 19:38:34"
