"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","34","33","3","0"
"05-09","29","28","1","0"
"10-14","51","59","4","0"
"15-19","117","112","1","0"
"20-24","200","189","3","0"
"25-29","183","164","10","0"
"30-34","152","188","8","0"
"35-39","143","168","13","0"
"40-44","151","108","5","0"
"45-49","151","120","6","0"
"50-54","194","171","12","0"
"55-59","176","149","20","0"
"60-64","131","110","18","0"
"65-69","66","79","13","1"
"70-74","79","83","29","2"
"75-79","96","99","40","10"
"80-84","176","114","70","15"
"85-89","149","64","37","12"
"90+","151","45","32","10"

"Datenstand 13.01.2021 20:09:06"
