"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","95","96","6","0"
"05-09","91","84","1","0"
"10-14","131","127","5","0"
"15-19","267","245","6","0"
"20-24","414","383","12","0"
"25-29","417","347","20","0"
"30-34","342","399","18","0"
"35-39","328","335","25","0"
"40-44","356","251","18","0"
"45-49","374","258","24","1"
"50-54","421","380","31","1"
"55-59","376","336","47","0"
"60-64","266","257","52","5"
"65-69","156","178","49","5"
"70-74","173","199","90","14"
"75-79","222","197","100","28"
"80-84","405","254","182","55"
"85-89","361","150","117","44"
"90+","372","104","87","53"

"Datenstand 28.01.2021 20:20:31"
