"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.941,14","6.136","+3","644","","221",""
"Segeberg","SE","1.545,59","4.284","+3","321","+5","93",""
"Stormarn","OD","1.568,67","3.830","+2","352","","127",""
"Herzogtum Lauenburg","RZ","1.722,56","3.411","+1","253","+1","73","+1"
"Lübeck","HL","1.458,92","3.159","+3","260","","74",""
"Kiel","KI","1.261,78","3.114","+3","262","","55",""
"Rendsburg-Eckernförde","RD","879,61","2.411","+1","204","","35",""
"Ostholstein","OH","1.120,98","2.248","+2","237","","67",""
"Schleswig-Flensburg","SL","984,81","1.981","","87","","30",""
"Nordfriesland","NF","1.087,07","1.804","+4","209","","54",""
"Flensburg","FL","1.960,87","1.768","","110","","29",""
"Steinburg","IZ","1.144,16","1.499","","140","+1","19",""
"Neumünster","NMS","1.430,25","1.147","+2","86","","9",""
"Dithmarschen","HEI","763,55","1.017","","90","","20",""
"Plön","PLO","627,11","807","","104","","18",""
"-"
"Schleswig-Holstein","SH","1.329,86","38.616","+24","3.359","+7","924","+1"

"Datenstand 15.06.2021 18:38:44"
