"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","694","689","33","1"
"05-09","812","876","15","0"
"10-14","834","1.024","21","0"
"15-19","1.216","1.278","35","0"
"20-24","1.553","1.580","73","0"
"25-29","1.438","1.457","87","0"
"30-34","1.412","1.575","102","2"
"35-39","1.339","1.416","118","2"
"40-44","1.382","1.281","129","1"
"45-49","1.330","1.196","147","3"
"50-54","1.456","1.525","190","9"
"55-59","1.379","1.408","228","20"
"60-64","855","979","229","23"
"65-69","488","566","213","40"
"70-74","494","499","276","71"
"75-79","524","472","344","119"
"80-84","804","521","497","218"
"85-89","642","316","327","195"
"90+","678","193","230","209"

"Datenstand 07.06.2021 21:04:10"
