"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","309,81","974","+17","146","","47",""
"Stormarn","OD","297,70","724","+10","60","","35",""
"Segeberg","SE","203,24","561","+8","50","","7",""
"Kiel","KI","198,75","492","+2","81","+1","12",""
"Rendsburg-Eckernförde","RD","147,01","401","+5","55","","14",""
"Herzogtum Lauenburg","RZ","198,72","392","+1","53","","18",""
"Lübeck","HL","161,60","351","+8","15","","2",""
"Dithmarschen","HEI","190,68","254","","36","","5",""
"Steinburg","IZ","187,29","246","+3","25","","3",""
"Schleswig-Flensburg","SL","106,99","214","","21","","4",""
"Neumünster","NMS","249,10","198","+3","13","","3",""
"Plön","PLO","136,03","175","","36","","8",""
"Ostholstein","OH","82,76","166","+1","19","","0",""
"Nordfriesland","NF","98,49","163","+3","19","","2",""
"Flensburg","FL","160,89","144","+4","9","","3",""
"-"
"Schleswig-Holstein","SH","188,32","5.455","+65","638","+1","163",""

"Datenstand 14.10.2020 19:04:02"
