"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.668,12","8.434","+103","792","+2","241",""
"Segeberg","SE","2.075,94","5.754","+18","454","+5","101","+1"
"Stormarn","OD","2.157,23","5.267","+50","462","+2","140",""
"Kiel","KI","2.098,51","5.179","+25","383","+1","67",""
"Herzogtum Lauenburg","RZ","2.265,94","4.487","+28","294","+1","79",""
"Lübeck","HL","2.044,06","4.426","+13","295","+1","75",""
"Rendsburg-Eckernförde","RD","1.260,86","3.456","+33","234","+1","43","+1"
"Ostholstein","OH","1.403,72","2.815","+7","262","","67",""
"Schleswig-Flensburg","SL","1.235,36","2.485","+6","106","","32",""
"Flensburg","FL","2.672,91","2.410","+6","125","","29",""
"Nordfriesland","NF","1.450,43","2.407","+17","254","","57",""
"Steinburg","IZ","1.573,89","2.062","+6","175","+1","28","+1"
"Neumünster","NMS","2.359,22","1.892","+9","127","","10",""
"Dithmarschen","HEI","1.272,59","1.695","+7","141","+2","23",""
"Plön","PLO","1.017,20","1.309","+10","148","","22",""
"-"
"Schleswig-Holstein","SH","1.862,34","54.078","+338","4.252","+16","1.014","+3"

"Datenstand 20.10.2021 19:32:36"
