"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","699","698","35","1"
"05-09","828","887","15","0"
"10-14","851","1.047","21","0"
"15-19","1.233","1.293","36","0"
"20-24","1.564","1.600","78","0"
"25-29","1.459","1.469","89","0"
"30-34","1.431","1.592","108","2"
"35-39","1.352","1.423","124","2"
"40-44","1.399","1.293","133","1"
"45-49","1.344","1.216","149","3"
"50-54","1.462","1.538","198","11"
"55-59","1.391","1.419","239","21"
"60-64","859","989","234","24"
"65-69","490","570","220","40"
"70-74","498","501","286","72"
"75-79","524","471","351","121"
"80-84","806","525","504","222"
"85-89","642","316","332","196"
"90+","678","193","231","211"

"Datenstand 19.06.2021 18:59:11"
