"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","137","14","7"
"02.01.2021","261","31","21"
"03.01.2021","202","36","7"
"04.01.2021","260","34","10"
"05.01.2021","538","51","9"
"06.01.2021","533","36","16"
"07.01.2021","478","31","10"
"08.01.2021","523","37","11"
"09.01.2021","407","31","8"
"10.01.2021","140","14","9"
"11.01.2021","259","44","7"
"12.01.2021","398","39","6"
"13.01.2021","491","41","8"
"14.01.2021","421","33","8"
"15.01.2021","417","55","7"
"16.01.2021","357","25","5"
"17.01.2021","202","21","1"
"18.01.2021","239","23","2"
"19.01.2021","468","32","3"
"20.01.2021","482","35","3"
"21.01.2021","504","28","1"
"22.01.2021","458","22","2"
"23.01.2021","441","27","1"
"24.01.2021","144","11","2"
"25.01.2021","109","18","0"

"Datenstand 25.01.2021 21:01:41"
