"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.463,13","4.625","+23","450","+1","186",""
"Segeberg","SE","1.189,14","3.296","+22","116","+1","78",""
"Stormarn","OD","1.070,63","2.614","+5","262","+1","108",""
"Lübeck","HL","1.108,39","2.400","+4","231","","67",""
"Herzogtum Lauenburg","RZ","1.203,92","2.384","","174","","66",""
"Kiel","KI","771,90","1.905","+16","170","+2","47",""
"Rendsburg-Eckernförde","RD","614,01","1.683","+2","145","+2","23",""
"Schleswig-Flensburg","SL","799,38","1.608","+7","71","","24","+1"
"Flensburg","FL","1.771,22","1.597","+6","102","","29",""
"Ostholstein","OH","778,40","1.561","+12","192","","60",""
"Nordfriesland","NF","838,20","1.391","+5","191","+3","47",""
"Steinburg","IZ","743,44","974","+13","67","+1","9",""
"Neumünster","NMS","1.056,16","847","+15","65","+2","8",""
"Dithmarschen","HEI","489,52","652","+16","55","","9",""
"Plön","PLO","408,75","526","+3","77","+1","14",""
"-"
"Schleswig-Holstein","SH","966,43","28.063","+149","2.368","+14","775","+1"

"Datenstand 11.04.2021 19:22:32"
