"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.278,37","7.202","+33","709","","229",""
"Segeberg","SE","1.790,20","4.962","+22","384","","94",""
"Stormarn","OD","1.798,44","4.391","","400","","133",""
"Kiel","KI","1.671,03","4.124","+23","311","","62",""
"Herzogtum Lauenburg","RZ","1.975,06","3.911","+10","272","","75",""
"Lübeck","HL","1.772,04","3.837","+34","286","","75",""
"Rendsburg-Eckernförde","RD","1.010,59","2.770","+11","211","+1","36",""
"Ostholstein","OH","1.244,65","2.496","+5","245","","67",""
"Schleswig-Flensburg","SL","1.112,57","2.238","+6","94","","31",""
"Nordfriesland","NF","1.292,55","2.145","+6","229","+2","55",""
"Flensburg","FL","2.346,83","2.116","+2","120","","29",""
"Steinburg","IZ","1.367,04","1.791","+15","151","","21",""
"Neumünster","NMS","1.879,15","1.507","+3","104","","9",""
"Dithmarschen","HEI","1.005,31","1.339","+5","107","","20",""
"Plön","PLO","822,16","1.058","+4","123","","19",""
"-"
"Schleswig-Holstein","SH","1.580,25","45.887","+179","3.746","+3","955",""

"Datenstand 28.08.2021 18:52:37"
