"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.986,06","6.278","+7","665","","226",""
"Segeberg","SE","1.570,85","4.354","+8","365","","93",""
"Stormarn","OD","1.596,93","3.899","","355","","127",""
"Herzogtum Lauenburg","RZ","1.744,78","3.455","","258","","73",""
"Lübeck","HL","1.486,63","3.219","+1","262","","74",""
"Kiel","KI","1.286,09","3.174","","271","","58",""
"Rendsburg-Eckernförde","RD","897,12","2.459","+5","206","","35",""
"Ostholstein","OH","1.135,44","2.277","+4","238","","67",""
"Schleswig-Flensburg","SL","992,26","1.996","+2","88","","31",""
"Nordfriesland","NF","1.099,12","1.824","","210","","54",""
"Flensburg","FL","1.975,29","1.781","","110","","29",""
"Steinburg","IZ","1.150,27","1.507","+2","141","","20",""
"Neumünster","NMS","1.485,11","1.191","","89","","9",""
"Dithmarschen","HEI","769,56","1.025","+3","91","","20",""
"Plön","PLO","640,32","824","","107","","18",""
"-"
"Schleswig-Holstein","SH","1.352,14","39.263","+32","3.456","","934",""

"Datenstand 17.07.2021 18:53:32"
