"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","253,82","798","+7","140","","47",""
"Stormarn","OD","241,78","588","+9","56","","35",""
"Kiel","KI","182,19","451","+1","79","","11",""
"Segeberg","SE","161,58","446","+3","47","","7",""
"Herzogtum Lauenburg","RZ","172,36","340","+3","51","","18",""
"Rendsburg-Eckernförde","RD","123,55","337","+2","51","","14",""
"Lübeck","HL","114,18","248","","12","","1",""
"Steinburg","IZ","155,31","204","","25","","3",""
"Schleswig-Flensburg","SL","90,99","182","","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","122,82","158","","35","","8",""
"Neumünster","NMS","187,45","149","+2","10","","3",""
"Ostholstein","OH","58,83","118","+7","15","","0",""
"Nordfriesland","NF","68,28","113","","16","","2",""
"Flensburg","FL","92,73","83","","6","","3",""
"-"
"Schleswig-Holstein","SH","151,31","4.383","+34","591","","161",""

"Datenstand 18.09.2020 19:02:28"
