"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","111","111","9","0"
"05-09","152","140","4","0"
"10-14","198","176","5","0"
"15-19","321","314","9","0"
"20-24","423","508","17","0"
"25-29","415","478","27","0"
"30-34","396","410","34","0"
"35-39","371","349","20","2"
"40-44","347","343","23","1"
"45-49","353","363","43","3"
"50-54","451","447","40","0"
"55-59","403","454","71","6"
"60-64","268","275","61","8"
"65-69","142","169","66","10"
"70-74","154","134","73","23"
"75-79","167","130","114","31"
"80-84","192","163","142","49"
"85-89","118","60","73","34"
"90+","110","37","49","38"

"Datenstand 09.11.2020 20:22:24"
