"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","120","128","9","0"
"05-09","176","159","4","0"
"10-14","227","204","6","0"
"15-19","374","367","13","0"
"20-24","456","562","17","0"
"25-29","455","527","29","0"
"30-34","449","458","38","0"
"35-39","415","393","24","2"
"40-44","390","381","25","1"
"45-49","399","416","44","3"
"50-54","498","499","46","0"
"55-59","443","496","75","6"
"60-64","292","310","68","8"
"65-69","156","186","71","10"
"70-74","168","145","83","23"
"75-79","178","145","119","31"
"80-84","203","166","150","54"
"85-89","121","66","77","37"
"90+","118","41","55","44"

"Datenstand 14.11.2020 20:06:27"
