"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.429,90","7.681","+47","736","","234",""
"Segeberg","SE","1.887,26","5.231","+10","413","+1","98",""
"Stormarn","OD","1.919,67","4.687","+28","427","+4","137",""
"Kiel","KI","1.862,28","4.596","+23","345","","65",""
"Herzogtum Lauenburg","RZ","2.120,50","4.199","+8","280","+1","76",""
"Lübeck","HL","1.912,90","4.142","+27","289","","75",""
"Rendsburg-Eckernförde","RD","1.102,53","3.022","+25","218","","36",""
"Ostholstein","OH","1.316,95","2.641","+11","252","+1","67",""
"Schleswig-Flensburg","SL","1.158,30","2.330","+4","97","","31",""
"Nordfriesland","NF","1.364,26","2.264","","236","","56",""
"Flensburg","FL","2.493,23","2.248","+4","122","","29",""
"Steinburg","IZ","1.467,03","1.922","+7","160","","22",""
"Neumünster","NMS","2.064,94","1.656","+16","109","","9",""
"Dithmarschen","HEI","1.148,71","1.530","+11","123","","21",""
"Plön","PLO","904,53","1.164","+9","131","+1","19",""
"-"
"Schleswig-Holstein","SH","1.698,24","49.313","+230","3.938","+8","975",""

"Datenstand 15.09.2021 18:50:49"
