"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.987,01","6.281","+1","667","+2","226",""
"Segeberg","SE","1.573,74","4.362","+4","365","","93",""
"Stormarn","OD","1.601,84","3.911","+12","358","+3","127",""
"Herzogtum Lauenburg","RZ","1.745,29","3.456","+1","258","","73",""
"Lübeck","HL","1.490,32","3.227","+8","262","","74",""
"Kiel","KI","1.290,96","3.186","+1","271","","58",""
"Rendsburg-Eckernförde","RD","897,49","2.460","+1","206","","35",""
"Ostholstein","OH","1.136,44","2.279","+1","238","","67",""
"Schleswig-Flensburg","SL","993,26","1.998","+1","88","","31",""
"Nordfriesland","NF","1.106,35","1.836","+3","210","","54",""
"Flensburg","FL","1.977,51","1.783","","110","","29",""
"Steinburg","IZ","1.150,27","1.507","","141","","20",""
"Neumünster","NMS","1.487,61","1.193","","89","","9",""
"Dithmarschen","HEI","771,06","1.027","+1","91","","20",""
"Plön","PLO","641,10","825","+1","107","","18",""
"-"
"Schleswig-Holstein","SH","1.354,48","39.331","+35","3.461","+5","934",""

"Datenstand 19.07.2021 19:24:36"
