"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.190,74","6.925","+43","692","+1","229",""
"Segeberg","SE","1.707,95","4.734","+26","378","+1","94",""
"Stormarn","OD","1.734,14","4.234","+32","380","+1","129",""
"Kiel","KI","1.542,58","3.807","+45","295","+2","59",""
"Herzogtum Lauenburg","RZ","1.890,73","3.744","+29","266","","75",""
"Lübeck","HL","1.666,28","3.608","+9","280","","75",""
"Rendsburg-Eckernförde","RD","973,74","2.669","+12","206","","35",""
"Ostholstein","OH","1.206,75","2.420","+11","243","+1","67",""
"Schleswig-Flensburg","SL","1.075,28","2.163","+2","93","+2","31",""
"Nordfriesland","NF","1.232,89","2.046","+13","224","","54",""
"Flensburg","FL","2.248,13","2.027","+15","114","","29",""
"Steinburg","IZ","1.273,16","1.668","+15","150","+1","21",""
"Neumünster","NMS","1.723,28","1.382","+10","98","","9",""
"Dithmarschen","HEI","883,68","1.177","+15","100","","20",""
"Plön","PLO","759,99","978","+10","120","","18",""
"-"
"Schleswig-Holstein","SH","1.500,87","43.582","+287","3.639","+9","945",""

"Datenstand 17.08.2021 19:00:41"
