"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","691,81","2.175","+67","178","+5","58","+3"
"Segeberg","SE","400,68","1.106","+19","47","+8","34","+2"
"Lübeck","HL","487,11","1.058","+64","95","+9","18","+1"
"Stormarn","OD","393,92","958","+20","93","+5","13",""
"Herzogtum Lauenburg","RZ","374,62","739","+23","32","","16",""
"Nordfriesland","NF","440,46","729","+15","117","+6","21","+3"
"Kiel","KI","286,81","710","+12","81","+4","25","+1"
"Ostholstein","OH","323,06","648","+29","109","+3","12","+1"
"Rendsburg-Eckernförde","RD","216,30","590","+7","57","+2","7",""
"Schleswig-Flensburg","SL","270,97","542","+20","28","","12","+5"
"Flensburg","FL","596,62","534","+8","23","+1","11",""
"Neumünster","NMS","400,07","318","+9","26","+1","3",""
"Steinburg","IZ","240,58","316","+5","21","+1","2","+1"
"Dithmarschen","HEI","212,45","283","+4","15","","4",""
"Plön","PLO","160,91","207","+4","44","+1","4",""
"-"
"Schleswig-Holstein","SH","376,74","10.913","+306","966","+46","240","+17"

"Datenstand 30.01.2021 21:40:54"
