"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","414,77","1.304","+36","165","+2","48",""
"Stormarn","OD","409,55","996","+17","63","","36",""
"Segeberg","SE","312,28","862","+26","63","+2","8","+1"
"Kiel","KI","255,71","633","+14","96","+2","12",""
"Herzogtum Lauenburg","RZ","287,94","568","+24","57","","19","+1"
"Lübeck","HL","244,94","532","","21","","2",""
"Rendsburg-Eckernförde","RD","191,73","523","+7","68","+3","15","+1"
"Dithmarschen","HEI","290,52","387","+19","53","","10","+1"
"Schleswig-Flensburg","SL","168,98","338","+9","27","","5",""
"Nordfriesland","NF","181,87","301","+32","26","","2",""
"Ostholstein","OH","149,57","300","+14","23","+1","0",""
"Steinburg","IZ","220,79","290","+1","30","","3",""
"Neumünster","NMS","325,84","259","+5","15","","3",""
"Plön","PLO","168,68","217","+5","41","","8",""
"Flensburg","FL","227,92","204","+6","9","","3",""
"-"
"Schleswig-Holstein","SH","266,30","7.714","+215","757","+10","174","+4"

"Datenstand 29.10.2020 20:01:43"
