"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.395,42","7.572","+29","731","+1","233",""
"Segeberg","SE","1.873,18","5.192","+12","403","","96",""
"Stormarn","OD","1.885,27","4.603","","418","","136",""
"Kiel","KI","1.831,49","4.520","+18","339","","64",""
"Herzogtum Lauenburg","RZ","2.104,85","4.168","+20","278","+2","76",""
"Lübeck","HL","1.891,65","4.096","+12","289","+1","75",""
"Rendsburg-Eckernförde","RD","1.080,64","2.962","+14","217","+1","36",""
"Ostholstein","OH","1.305,98","2.619","+6","250","","67",""
"Schleswig-Flensburg","SL","1.151,35","2.316","+11","96","","31",""
"Nordfriesland","NF","1.352,21","2.244","+15","234","+1","56",""
"Flensburg","FL","2.475,49","2.232","+3","121","","29",""
"Steinburg","IZ","1.453,29","1.904","+5","160","","22",""
"Neumünster","NMS","2.013,82","1.615","+9","109","","9",""
"Dithmarschen","HEI","1.128,44","1.503","+15","120","","21",""
"Plön","PLO","883,55","1.137","","129","","19",""
"-"
"Schleswig-Holstein","SH","1.676,54","48.683","+169","3.894","+6","970",""

"Datenstand 11.09.2021 18:54:41"
