"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","859,76","2.703","","255","","56",""
"Stormarn","OD","795,24","1.934","+37","105","","59",""
"Segeberg","SE","641,23","1.770","+31","120","","35",""
"Kiel","KI","579,69","1.435","+33","154","+1","17",""
"Lübeck","HL","631,22","1.371","+50","56","","6",""
"Herzogtum Lauenburg","RZ","590,58","1.165","+22","79","","24",""
"Rendsburg-Eckernförde","RD","384,93","1.050","+28","98","","17",""
"Nordfriesland","NF","416,30","689","+3","53","","4",""
"Dithmarschen","HEI","490,20","653","+6","70","","14",""
"Ostholstein","OH","323,56","649","+7","46","","3",""
"Schleswig-Flensburg","SL","266,47","533","+4","39","+1","7",""
"Neumünster","NMS","631,55","502","+5","34","","6",""
"Steinburg","IZ","354,79","466","+5","42","","4",""
"Plön","PLO","282,94","364","+2","59","+1","8",""
"Flensburg","FL","372,05","333","+1","17","","4",""
"-"
"Schleswig-Holstein","SH","539,13","15.617","+234","1.227","+3","264",""

"Datenstand 05.12.2020 20:33:24"
