"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.973,72","6.239","","662","","226",""
"Segeberg","SE","1.561,83","4.329","","365","","93",""
"Stormarn","OD","1.588,33","3.878","","354","","127",""
"Herzogtum Lauenburg","RZ","1.737,21","3.440","","256","","73",""
"Lübeck","HL","1.474,62","3.193","","260","","74",""
"Kiel","KI","1.281,64","3.163","+6","271","+1","58",""
"Rendsburg-Eckernförde","RD","889,46","2.438","","205","","35",""
"Ostholstein","OH","1.125,97","2.258","","237","","67",""
"Schleswig-Flensburg","SL","989,28","1.990","+3","88","","31",""
"Nordfriesland","NF","1.093,70","1.815","","210","","54",""
"Flensburg","FL","1.973,07","1.779","+1","110","","29",""
"Steinburg","IZ","1.147,98","1.504","","141","","20",""
"Neumünster","NMS","1.465,16","1.175","+2","89","","9",""
"Dithmarschen","HEI","765,81","1.020","","91","","20",""
"Plön","PLO","636,43","819","","107","","18",""
"-"
"Schleswig-Holstein","SH","1.344,46","39.040","+12","3.446","+1","934",""

"Datenstand 11.07.2021 19:14:53"
