"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","760,84","2.392","+43","228","+4","50","+1"
"Stormarn","OD","697,79","1.697","+24","95","+4","52",""
"Segeberg","SE","569,50","1.572","+23","112","+2","33","+2"
"Kiel","KI","487,58","1.207","+38","139","+2","16",""
"Lübeck","HL","534,07","1.160","+26","51","+3","6",""
"Herzogtum Lauenburg","RZ","509,47","1.005","+27","73","","23",""
"Rendsburg-Eckernförde","RD","332,14","906","+9","95","+1","17",""
"Nordfriesland","NF","399,38","661","+5","50","","4",""
"Dithmarschen","HEI","442,16","589","+6","69","","14",""
"Ostholstein","OH","289,66","581","+8","40","+1","3",""
"Schleswig-Flensburg","SL","257,47","515","+4","38","","7",""
"Neumünster","NMS","557,32","443","+4","29","+1","6",""
"Steinburg","IZ","326,62","429","+5","39","","3",""
"Plön","PLO","244,86","315","+2","55","","8",""
"Flensburg","FL","349,71","313","+1","16","+1","3",""
"-"
"Schleswig-Holstein","SH","475,88","13.785","+225","1.129","+19","245","+3"

"Datenstand 26.11.2020 20:01:54"
