"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","137","14","6"
"02.01.2021","261","30","16"
"03.01.2021","202","35","6"
"04.01.2021","260","28","8"
"05.01.2021","538","46","5"
"06.01.2021","535","33","7"
"07.01.2021","480","26","6"
"08.01.2021","523","32","3"
"09.01.2021","408","29","5"
"10.01.2021","143","14","4"
"11.01.2021","261","37","2"
"12.01.2021","400","31","3"
"13.01.2021","492","29","0"
"14.01.2021","429","23","2"
"15.01.2021","422","37","0"
"16.01.2021","364","11","0"
"17.01.2021","205","13","0"

"Datenstand 17.01.2021 20:16:42"
