"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","167","183","13","0"
"05-09","236","234","5","0"
"10-14","322","305","10","0"
"15-19","523","505","15","0"
"20-24","627","716","22","0"
"25-29","599","702","35","0"
"30-34","591","587","51","0"
"35-39","558","517","33","2"
"40-44","545","513","35","1"
"45-49","560","557","64","3"
"50-54","655","671","64","0"
"55-59","577","616","94","7"
"60-64","370","404","86","10"
"65-69","200","234","83","12"
"70-74","220","185","114","26"
"75-79","226","190","151","38"
"80-84","259","197","180","67"
"85-89","157","85","92","50"
"90+","161","45","62","47"

"Datenstand 03.12.2020 20:26:44"
