"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","494","513","21","1"
"05-09","538","614","9","0"
"10-14","570","684","15","0"
"15-19","906","932","27","0"
"20-24","1.227","1.246","47","0"
"25-29","1.161","1.161","61","0"
"30-34","1.123","1.275","66","1"
"35-39","1.035","1.151","80","0"
"40-44","1.123","1.012","89","1"
"45-49","1.056","951","101","2"
"50-54","1.190","1.248","131","4"
"55-59","1.148","1.153","158","16"
"60-64","710","805","153","19"
"65-69","417","475","165","33"
"70-74","424","429","216","60"
"75-79","463","415","284","102"
"80-84","749","486","432","192"
"85-89","617","290","282","178"
"90+","652","184","195","190"

"Datenstand 20.04.2021 19:39:24"
