"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.705,76","8.553","+46","797","+1","241",""
"Segeberg","SE","2.109,50","5.847","+70","458","+3","101",""
"Stormarn","OD","2.186,72","5.339","","467","","141",""
"Kiel","KI","2.130,93","5.259","+33","384","","67",""
"Herzogtum Lauenburg","RZ","2.288,67","4.532","","295","","80",""
"Lübeck","HL","2.068,07","4.478","+9","297","+1","75",""
"Rendsburg-Eckernförde","RD","1.281,66","3.513","+18","236","","43",""
"Ostholstein","OH","1.422,67","2.853","+10","262","","67",""
"Schleswig-Flensburg","SL","1.255,24","2.525","+14","108","+1","32",""
"Nordfriesland","NF","1.469,71","2.439","+18","254","","57",""
"Flensburg","FL","2.699,53","2.434","+4","127","","29",""
"Steinburg","IZ","1.589,92","2.083","+4","175","","28",""
"Neumünster","NMS","2.382,91","1.911","+5","127","","10",""
"Dithmarschen","HEI","1.293,61","1.723","+10","144","","23",""
"Plön","PLO","1.031,19","1.327","","148","","22",""
"-"
"Schleswig-Holstein","SH","1.887,75","54.816","+241","4.279","+6","1.016",""

"Datenstand 23.10.2021 19:31:31"
