"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.247,05","7.103","+29","705","+2","229",""
"Segeberg","SE","1.757,73","4.872","+18","383","","94",""
"Stormarn","OD","1.774,28","4.332","+37","395","+5","129",""
"Kiel","KI","1.621,19","4.001","+43","306","+2","60",""
"Herzogtum Lauenburg","RZ","1.942,74","3.847","+15","271","+2","75",""
"Lübeck","HL","1.716,16","3.716","+43","285","+2","75",""
"Rendsburg-Eckernförde","RD","997,45","2.734","+17","209","","36",""
"Ostholstein","OH","1.226,20","2.459","+11","245","+1","67",""
"Schleswig-Flensburg","SL","1.096,16","2.205","+4","93","","31",""
"Nordfriesland","NF","1.271,46","2.110","+9","227","+1","54",""
"Flensburg","FL","2.319,11","2.091","+19","117","","29",""
"Steinburg","IZ","1.334,22","1.748","+7","151","","21",""
"Neumünster","NMS","1.830,52","1.468","+20","102","+1","9",""
"Dithmarschen","HEI","980,53","1.306","+17","106","+1","20",""
"Plön","PLO","799,62","1.029","+16","122","+1","19",""
"-"
"Schleswig-Holstein","SH","1.550,43","45.021","+305","3.717","+18","948",""

"Datenstand 24.08.2021 18:37:23"
