"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","268,46","844","","140","","47",""
"Stormarn","OD","257,82","627","","56","","35",""
"Kiel","KI","185,42","459","","80","","11",""
"Segeberg","SE","165,92","458","+1","47","","7",""
"Herzogtum Lauenburg","RZ","179,96","355","","51","","18",""
"Rendsburg-Eckernförde","RD","128,68","351","+1","51","","14",""
"Lübeck","HL","127,07","276","","13","","1",""
"Steinburg","IZ","161,40","212","","25","","3",""
"Dithmarschen","HEI","154,64","206","+2","31","","5",""
"Schleswig-Flensburg","SL","93,99","188","","21","","4",""
"Neumünster","NMS","210,10","167","+1","13","","3",""
"Plön","PLO","127,48","164","+1","36","","8",""
"Ostholstein","OH","65,81","132","","17","","0",""
"Nordfriesland","NF","74,32","123","+1","17","","2",""
"Flensburg","FL","121,78","109","+8","7","","3",""
"-"
"Schleswig-Holstein","SH","161,25","4.671","+15","605","","161",""

"Datenstand 26.09.2020 20:08:28"
