"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.577,32","8.147","+13","767","","240",""
"Segeberg","SE","1.991,52","5.520","+11","435","+2","100",""
"Stormarn","OD","2.050,74","5.007","+22","447","+1","137",""
"Kiel","KI","2.002,48","4.942","+14","370","+2","67",""
"Herzogtum Lauenburg","RZ","2.193,22","4.343","+5","285","","77",""
"Lübeck","HL","1.990,02","4.309","+4","293","","75",""
"Rendsburg-Eckernförde","RD","1.195,92","3.278","+6","232","","39",""
"Ostholstein","OH","1.366,82","2.741","+9","259","","67",""
"Schleswig-Flensburg","SL","1.206,03","2.426","+4","103","","31",""
"Nordfriesland","NF","1.411,86","2.343","+12","245","+1","56",""
"Flensburg","FL","2.591,94","2.337","+6","123","","29",""
"Steinburg","IZ","1.534,96","2.011","+6","171","","22",""
"Neumünster","NMS","2.256,97","1.810","+16","120","","10",""
"Dithmarschen","HEI","1.228,29","1.636","+5","135","","22",""
"Plön","PLO","967,47","1.245","+3","143","","22","+1"
"-"
"Schleswig-Holstein","SH","1.794,05","52.095","+136","4.128","+6","994","+1"

"Datenstand 07.10.2021 18:35:52"
