"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","119","116","8","0"
"05-09","109","113","1","0"
"10-14","149","158","5","0"
"15-19","309","280","6","0"
"20-24","479","448","13","0"
"25-29","468","410","22","0"
"30-34","397","450","21","0"
"35-39","376","396","29","0"
"40-44","413","293","25","0"
"45-49","448","306","31","1"
"50-54","476","436","42","1"
"55-59","443","407","56","2"
"60-64","300","312","66","6"
"65-69","182","202","72","6"
"70-74","194","223","108","21"
"75-79","262","219","139","43"
"80-84","458","292","231","76"
"85-89","420","183","153","75"
"90+","432","121","113","85"

"Datenstand 03.02.2021 20:42:12"
