"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","376,92","1.185","+34","157","","47",""
"Stormarn","OD","356,09","866","","62","","35",""
"Segeberg","SE","254,68","703","+16","56","+2","7",""
"Kiel","KI","233,49","578","+9","88","+2","12",""
"Rendsburg-Eckernförde","RD","174,14","475","+11","62","","14",""
"Herzogtum Lauenburg","RZ","239,78","473","+26","54","+1","18",""
"Lübeck","HL","188,77","410","","17","","2",""
"Dithmarschen","HEI","260,49","347","+7","50","","5",""
"Schleswig-Flensburg","SL","139,48","279","+8","23","","5",""
"Steinburg","IZ","203,28","267","","28","","3",""
"Ostholstein","OH","123,64","248","","20","","0",""
"Neumünster","NMS","299,42","238","+5","15","","3",""
"Nordfriesland","NF","134,74","223","+19","23","","2",""
"Plön","PLO","150,80","194","+2","40","","8",""
"Flensburg","FL","196,64","176","+5","9","","3",""
"-"
"Schleswig-Holstein","SH","229,98","6.662","+142","704","+5","164",""

"Datenstand 24.10.2020 20:16:36"
