"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.467,88","4.640","+15","452","+2","187","+1"
"Segeberg","SE","1.201,05","3.329","+33","121","+5","82","+4"
"Stormarn","OD","1.080,46","2.638","+24","266","+4","108",""
"Lübeck","HL","1.117,17","2.419","+19","234","+3","67",""
"Herzogtum Lauenburg","RZ","1.220,08","2.416","+32","176","+2","66",""
"Kiel","KI","782,43","1.931","+26","173","+3","47",""
"Rendsburg-Eckernförde","RD","619,85","1.699","+16","145","","23",""
"Schleswig-Flensburg","SL","800,37","1.610","+2","71","","24",""
"Flensburg","FL","1.772,33","1.598","+1","102","","29",""
"Ostholstein","OH","778,90","1.562","+1","192","","60",""
"Nordfriesland","NF","841,81","1.397","+6","191","","47",""
"Steinburg","IZ","751,07","984","+10","67","","9",""
"Neumünster","NMS","1.056,16","847","","65","","8",""
"Dithmarschen","HEI","493,27","657","+5","56","+1","9",""
"Plön","PLO","414,19","533","+7","77","","14",""
"-"
"Schleswig-Holstein","SH","973,22","28.260","+197","2.388","+20","780","+5"

"Datenstand 12.04.2021 18:36:08"
