"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.043,00","6.458","+32","674","+1","226",""
"Segeberg","SE","1.610,53","4.464","+21","372","+2","94","+1"
"Stormarn","OD","1.632,15","3.985","+10","361","","129",""
"Herzogtum Lauenburg","RZ","1.775,08","3.515","+10","260","","75",""
"Lübeck","HL","1.539,28","3.333","+14","269","+2","75",""
"Kiel","KI","1.341,60","3.311","+9","277","","59",""
"Rendsburg-Eckernförde","RD","908,80","2.491","+7","206","","35",""
"Ostholstein","OH","1.160,37","2.327","+5","240","+1","67",""
"Schleswig-Flensburg","SL","1.010,66","2.033","+10","88","","31",""
"Nordfriesland","NF","1.146,12","1.902","+7","215","","54",""
"Flensburg","FL","2.020,76","1.822","+3","111","","29",""
"Steinburg","IZ","1.177,75","1.543","+5","144","","21",""
"Neumünster","NMS","1.534,99","1.231","+7","93","+1","9",""
"Dithmarschen","HEI","793,59","1.057","+5","92","","20",""
"Plön","PLO","649,64","836","+3","108","","18",""
"-"
"Schleswig-Holstein","SH","1.388,13","40.308","+148","3.510","+7","942","+1"

"Datenstand 30.07.2021 18:38:44"
