"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","36","42","4","0"
"05-09","48","50","3","0"
"10-14","66","64","4","0"
"15-19","113","99","5","0"
"20-24","184","183","9","0"
"25-29","200","192","17","0"
"30-34","169","170","15","0"
"35-39","162","135","10","0"
"40-44","150","139","16","0"
"45-49","149","165","22","3"
"50-54","228","210","27","0"
"55-59","206","218","49","6"
"60-64","123","118","43","8"
"65-69","83","90","51","10"
"70-74","76","74","49","18"
"75-79","106","82","90","26"
"80-84","106","99","105","37"
"85-89","70","36","50","26"
"90+","72","21","28","27"

"Datenstand 23.09.2020 18:55:19"
