"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","119","125","9","0"
"05-09","171","156","4","0"
"10-14","223","200","6","0"
"15-19","365","354","12","0"
"20-24","452","555","17","0"
"25-29","449","517","29","0"
"30-34","440","454","38","0"
"35-39","410","386","23","2"
"40-44","386","370","24","1"
"45-49","397","406","44","3"
"50-54","492","496","46","0"
"55-59","438","490","73","6"
"60-64","289","309","67","8"
"65-69","152","185","70","10"
"70-74","167","144","83","23"
"75-79","177","143","118","31"
"80-84","203","165","149","54"
"85-89","120","66","77","37"
"90+","116","41","55","43"

"Datenstand 13.11.2020 20:07:21"
