"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","62","66","6","0"
"05-09","71","73","3","0"
"10-14","97","97","4","0"
"15-19","160","150","5","0"
"20-24","254","272","10","0"
"25-29","256","273","18","0"
"30-34","229","237","20","0"
"35-39","207","196","11","1"
"40-44","198","186","19","0"
"45-49","196","213","27","3"
"50-54","278","269","36","0"
"55-59","247","275","53","6"
"60-64","164","163","49","8"
"65-69","97","109","53","10"
"70-74","94","86","55","18"
"75-79","124","95","101","27"
"80-84","123","115","112","37"
"85-89","78","42","58","26"
"90+","76","26","31","27"

"Datenstand 20.10.2020 20:18:31"
