"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","198","221","12","0"
"05-09","196","239","3","0"
"10-14","251","292","9","0"
"15-19","481","484","14","0"
"20-24","710","716","24","0"
"25-29","701","668","35","0"
"30-34","646","711","43","0"
"35-39","579","614","49","0"
"40-44","637","511","46","0"
"45-49","664","514","47","1"
"50-54","724","704","75","3"
"55-59","709","656","93","9"
"60-64","441","472","104","11"
"65-69","258","306","117","25"
"70-74","265","297","158","46"
"75-79","354","310","213","78"
"80-84","622","396","340","156"
"85-89","545","245","220","149"
"90+","598","169","165","165"

"Datenstand 04.03.2021 20:23:42"
