"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","289,77","911","+69","64","+7","10",""
"Segeberg","SE","205,05","566","+44","18","+1","7",""
"Stormarn","OD","197,78","481","+40","32","+7","3",""
"Lübeck","HL","202,12","439","+56","17","+1","4","+1"
"Herzogtum Lauenburg","RZ","191,11","377","+17","12","","9","+4"
"Kiel","KI","148,66","368","+28","44","+7","8","+1"
"Ostholstein","OH","151,06","303","+19","46","+7","6","+2"
"Rendsburg-Eckernförde","RD","108,51","296","+21","28","+4","0",""
"Schleswig-Flensburg","SL","139,98","280","+14","13","+1","6","+1"
"Nordfriesland","NF","146,82","243","+21","54","+12","2","+1"
"Flensburg","FL","240,21","215","+31","8","+3","2",""
"Steinburg","IZ","124,86","164","+15","3","","1",""
"Dithmarschen","HEI","111,10","148","+17","12","+2","1",""
"Neumünster","NMS","177,39","141","+25","5","","0",""
"Plön","PLO","85,51","110","+8","22","","1",""
"-"
"Schleswig-Holstein","SH","174,06","5.042","+425","378","+52","60","+10"

"Datenstand 14.01.2021 19:58:11"
