"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","489,20","1.538","+49","177","+2","48",""
"Stormarn","OD","468,35","1.139","+30","66","+1","40",""
"Segeberg","SE","371,70","1.026","+29","81","+10","16","+2"
"Kiel","KI","295,70","732","+15","105","+2","14",""
"Lübeck","HL","315,84","686","+33","23","","4",""
"Herzogtum Lauenburg","RZ","333,56","658","+16","59","+1","19",""
"Rendsburg-Eckernförde","RD","229,49","626","+16","69","+1","15",""
"Nordfriesland","NF","260,41","431","+15","29","+1","2",""
"Dithmarschen","HEI","316,04","421","+6","57","+1","11",""
"Schleswig-Flensburg","SL","200,47","401","+18","30","+1","6",""
"Ostholstein","OH","177,98","357","+13","24","","0",""
"Steinburg","IZ","238,30","313","+5","33","","3",""
"Neumünster","NMS","372,39","296","+13","15","","3",""
"Plön","PLO","183,45","236","+2","48","","8",""
"Flensburg","FL","260,32","233","+2","9","","3",""
"-"
"Schleswig-Holstein","SH","313,91","9.093","+262","825","+20","192","+2"

"Datenstand 04.11.2020 20:06:38"
