"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.945,88","6.151","+5","644","","221",""
"Segeberg","SE","1.547,40","4.289","+4","334","+8","93",""
"Stormarn","OD","1.571,13","3.836","+5","352","","127",""
"Herzogtum Lauenburg","RZ","1.724,58","3.415","+2","254","","73",""
"Lübeck","HL","1.460,31","3.162","+2","260","","74",""
"Kiel","KI","1.264,21","3.120","+3","262","","56","+1"
"Rendsburg-Eckernförde","RD","880,71","2.414","","204","","35",""
"Ostholstein","OH","1.120,98","2.248","","237","","67",""
"Schleswig-Flensburg","SL","985,30","1.982","","87","","31","+1"
"Nordfriesland","NF","1.088,27","1.806","","210","+1","54",""
"Flensburg","FL","1.961,98","1.769","","110","","29",""
"Steinburg","IZ","1.144,92","1.500","+1","140","","19",""
"Neumünster","NMS","1.432,74","1.149","+1","86","","9",""
"Dithmarschen","HEI","763,55","1.017","","90","","20",""
"Plön","PLO","628,66","809","+1","104","","18",""
"-"
"Schleswig-Holstein","SH","1.331,61","38.667","+24","3.374","+9","926","+2"

"Datenstand 17.06.2021 18:34:30"
