"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.626,68","8.303","+19","787","+2","240",""
"Segeberg","SE","2.030,49","5.628","+13","447","+3","100",""
"Stormarn","OD","2.107,26","5.145","","455","","140",""
"Kiel","KI","2.064,07","5.094","+16","376","","67",""
"Herzogtum Lauenburg","RZ","2.219,99","4.396","","291","","79",""
"Lübeck","HL","2.019,12","4.372","+7","294","","75",""
"Rendsburg-Eckernförde","RD","1.224,38","3.356","+12","233","","42",""
"Ostholstein","OH","1.392,25","2.792","+11","262","","67",""
"Schleswig-Flensburg","SL","1.224,92","2.464","+5","105","","32",""
"Flensburg","FL","2.644,07","2.384","+8","125","","29",""
"Nordfriesland","NF","1.429,34","2.372","+3","252","","56",""
"Steinburg","IZ","1.556,33","2.039","+2","174","","25",""
"Neumünster","NMS","2.315,58","1.857","+1","124","+1","10",""
"Dithmarschen","HEI","1.250,82","1.666","+8","137","","23",""
"Plön","PLO","989,23","1.273","","146","","22",""
"-"
"Schleswig-Holstein","SH","1.830,07","53.141","+105","4.208","+6","1.007",""

"Datenstand 16.10.2021 18:57:58"
