"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.253,22","3.940","+77","340","+6","72",""
"Stormarn","OD","1.178,06","2.865","","146","","71",""
"Segeberg","SE","869,46","2.400","+20","134","","45",""
"Lübeck","HL","1.087,49","2.362","","73","","16",""
"Kiel","KI","868,11","2.149","+30","211","","32",""
"Herzogtum Lauenburg","RZ","807,04","1.592","+29","91","","27",""
"Rendsburg-Eckernförde","RD","577,40","1.575","+40","129","+3","17",""
"Ostholstein","OH","511,51","1.026","+37","72","+3","8",""
"Nordfriesland","NF","549,22","909","+7","60","+1","11",""
"Dithmarschen","HEI","667,37","889","+7","87","","16",""
"Steinburg","IZ","596,13","783","+18","59","+6","9","+3"
"Schleswig-Flensburg","SL","381,95","764","+33","54","+2","7",""
"Neumünster","NMS","811,45","645","","36","","9",""
"Plön","PLO","388,66","500","+5","70","+1","9",""
"Flensburg","FL","506,12","453","+3","27","+1","6",""
"-"
"Schleswig-Holstein","SH","788,89","22.852","+306","1.589","+23","355","+3"

"Datenstand 24.12.2020 20:02:54"
