"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","131","142","10","0"
"05-09","188","173","4","0"
"10-14","250","228","8","0"
"15-19","415","416","14","0"
"20-24","501","598","17","0"
"25-29","501","574","34","0"
"30-34","483","492","46","0"
"35-39","463","428","29","2"
"40-44","429","420","30","1"
"45-49","448","464","49","3"
"50-54","542","550","51","0"
"55-59","486","522","80","6"
"60-64","309","341","72","10"
"65-69","173","201","72","10"
"70-74","180","153","90","24"
"75-79","191","162","131","33"
"80-84","220","178","157","57"
"85-89","132","71","80","40"
"90+","132","41","58","45"

"Datenstand 19.11.2020 20:25:24"
