"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.820,61","5.755","+29","563","+21","203","+5"
"Segeberg","SE","1.464,42","4.059","+15","209","+1","88",""
"Stormarn","OD","1.458,90","3.562","+13","321","","117",""
"Herzogtum Lauenburg","RZ","1.619,54","3.207","","215","","69",""
"Lübeck","HL","1.352,24","2.928","+11","257","+2","71","+1"
"Kiel","KI","1.153,59","2.847","+10","234","","53",""
"Rendsburg-Eckernförde","RD","808,83","2.217","+14","183","+1","30",""
"Ostholstein","OH","1.066,13","2.138","+5","229","-1","65",""
"Schleswig-Flensburg","SL","957,96","1.927","+3","81","","29",""
"Flensburg","FL","1.933,14","1.743","","106","","29",""
"Nordfriesland","NF","1.007,53","1.672","+13","205","","51",""
"Steinburg","IZ","1.077,76","1.412","+13","103","","16",""
"Neumünster","NMS","1.359,17","1.090","","83","","9",""
"Dithmarschen","HEI","721,51","961","+3","81","","12",""
"Plön","PLO","587,48","756","+10","96","+1","16",""
"-"
"Schleswig-Holstein","SH","1.249,20","36.274","+139","2.966","+25","858","+6"

"Datenstand 13.05.2021 18:48:36"
